Abattoir Name,RC Nr,Province,Status,ZA Nr,Expiry Date of ZA,Transformation/ Government,Price Information,SETA,Tel. 1,Tel. 2,FAX,VAT Number,Distance from Headoffice,Postal Address,City,Postal Code,Municipality,Physical Address, GPS Coordinates (DMS), GPS Coordinates (DMS) 2,Owner,Owner email,Owner Cell,Manager,Manager email,Manager Cell,Training,Training email,Training Cell,Accounts,Account email,Accounts Cell,Emails,Meat Inspection Services (Assignee Name),Assignee Contact Name,Assignee Contact Number,Meat Inspectors,Meat Examiner,QA Manager/s or HMS Contact,Floor Supervisor,Technical Manager,Contact Number,Email,Quality Control & Hygiene Manager,Cell Number,Email Control & Hygiene Manager,L/H,G,Units,Amount Slaughtered,CATTLE,CALVES,SHEEP,PIG,GOAT,GAME,CROCODILES,HORSES,Kosher,Halaal,Classification (C/NC),Grader,Deboning Plant,Processing Plant,Rendering Plant,Residue,2018 Member,2019 Member,2020 Members,2021 Members,2022 Members,2023 Members,2024 Members,2025 Members,2026 Members,Other Comments,Modified By,Modified,Modified Fields,Old Values,New Values,Can Mail Be sent to Client?,Date Mail Sent,Verification,DB UPDATED,Latest Update Received,Data Base Comment 
Bloemfontein Abattoir,04/003,Free State,Active,ZA 323,19/07/2019,?,,AgriSETA,051 433 2991,,054 433 2957,4390177949,453.5,P O Box 3574,Bloemfontein,"9,300",Mangaung,5 Rudolf Greyling Street Estorie Avenue Bloemfontein (466 km),,,Graeme Leach,graeame@espinh.com,083 263 5699,Bennie Odendaal,bennie@bloemabattoir.co.za,076 491 9010,,welmarie@bloemabattoir.co.za,,Hannelie Huysamen,debtors@bloemabattoir.co.za,082 416 2777,connie@bloemabattoir.co.za; admin@bloemabattoir.co.za chris@bloemabattoir.co.za,,,,,,,,,,,,,,HT,A,300,,x,,x,x,,,,,No,Yes,,,,,Yes,x,Members,Members,Members,Members,Members,Members,Members,,,Sent datasheet to Graeme Leach to confirm if abattoir is closed 26.03.2025,,,,,,No,,Pending Review,,2023.07.14,No training person is indicated on the datasheet
Bloemhof Abattoir,03/002R,North West,Active,,,?,,,053 433 2127,062 648 7475,053 433 2007,,381.4,P O Box 469,Bloemhof,"2,660",Lekwa Teemane,1483 Izack Industrial CBD Bloemhof,,,PB Laas,,082 622 9988,FW Burton,werdaburton1958@gmail.com,062 648 7475,,,,,,,,,,,,,,,,,,,,,LT,D,20,,x,,x,x,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2020.02.07,New owner and manager updated
Blokhuis Abattoir (Harrismith),04/087,Free State,Closed,,,?,,AgriSETA,058 622 2323,,058 623 2319,4020111797,323.7,P O Box 97,Harrismith,"9,880",Maluti A Phufung,"N5 Harrismith, Tsolepe Street",,,Edwin  Claassen,,082 900 5103,Michelle David,blokman@eac.co.za,082 907 1936,Charmaine Nel,haccp@eac.co.za,083 578 7854,,admin@klipscheur.co.za,,,,,,,,,,,,,,,,HT,A,200,,x,,x,,,,,,No,Yes,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Bokmakierie,06/014,Eastern Cape,Active,,,?,,,087 700 3628,,,,1188.1,P O Box 13,Joubertina,"6,410",,,,,Mario Strydom,mario@bokmakierietrust.co.za,,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,,x,x,,,,,,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Bokone Meats ,03/018,North West,Closed,,,Yes,Yes,,076 876 8930,066 301 4821,086 500 1497,4270270525,227.5,1 Tjaart Kruger St Randlespark,Klerksdorp,"2,570",,"1 Tjaart Kruger Street, Randlespark, Klerk 2507",,,Derrick Montshwe,derrickmagri@gmail.com; karen@bokonemeats.co.za derrick@bokonemeats.co.za,082 621 0216,Karen Leighton,karen@bokonemeats.co.za,,Angie Mokgoja,hms@bokonemeats.co.za,072 536 2730,Issabel Naude,bookkeeper@bokonemeat.co.za,082 653 6426,nicky@bokonemeats.co.za; michael@bokonemeats.co.za; jacques@bokonemeats.co.za;slaughter@bokonemeats.co.za; bookkeeper@bokonemeats.co.za; frans@bokonemeats.co.za; production@bokonemeats.co.za; sales@bokonemeats.co.za,,,,,,,,,,,,,,HT,A,240,,x,,,,,,,,No,Yes,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Bonnievale,07/005,Western Cape,Active,,No,?,,,065 862 0454,,,4700107263,1396.6,P O Box 39,Bonnievale,"6,730",Langeberg,Forrest Street Bonnievale/ Main road 84 Bonnievale,,,Johan Broodryk,johanb@bonslag.co.za,082 331 0936,Andre Venter,manager@bonslag.co.za,079 725 6467,Garfield Johnson,bonslagpale@breede.co.za,065 862 0454,Yolanda Broodryk,yolanda@bonslag.co.za,023 616 2905,yolandab@breede.co.za; johanb@breede.co.za,,,,,,,,,,,,,,HT,A,155,,,,,x,,,,,No,No,,,,,Yes,,Members,Members,Members ,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.08.14,"Tel number, owner's email, manager's details as well as species and throughputs updated"
"Bosbok Abattoir ""Hartbeesfontein""",06/091,Eastern Cape,Active,,,?,,,042 295 2093,,,,1183.4,P O Box 150,Humansdorp,"6,300",,,,,Johan Strydom,johanstrydom@telkomsa.net,,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,,,x,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Boschkop,01/021R,Gauteng,Active,,,?,,,072 122 1144,,016 424 1191,4040255129,14.7,P O Box 265092,Drie Riviere,"1,935",,"Plot 35, Boschkop, Vereeniging",,,Anton Delport,antondelport@me.com,072 122 1144,Eddie Steyn,eddie.steyn@icloud.com,076 771 9077,,,,,,,,,,,,,,,,,,,,,LT,D,20,,x,,x,x,,,,,No,No,NC,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2018.07.04<br>2025.12.12,"Database received from Talita
SL updated non classifying with info from SAMIC"
Bosco Meat Glencoe Abattoir,05/006,KZN,Active,,,Transformation,,,076 468 2928,,,,574.8,,,,Umzinyathi,"1 Abattoir Street, Glencoe",,,Imran Emot,,076 792 1000,Jashwin Singh,jashwinsing3@gmail.com,076 468 2928,Jashwin,,,Bosco Meat,creditors@bmga.co.za,,,,,,,,,,,,,,,,HT,A,350,,x,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,No,11-Mar-26,Pending Review,,29.10.2024,"The abattoir is now activated and manager's details updated, and units updated"
Boshof Abattoir,04/053,Free State,Active,,No,?,Yes,,053 541 1081,,053 541 0684,4190174690,498,Posbus 178 ,Boshof,"8,340",Tokologo,Groenewald Street 565 Boshof 8340,,,Ilze Groenewald,ilze@ccrbk.co.za,082 784 1990,,vleis@ccrbk.co.za,,Martha ,,072 990 0206,,,,,,,,,,,,,,,,,,HT,A,100,,x,,x,,,,,,No,Yes,,,,,No,,Members,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Boston,05/069,KZN,Active,,,?,,,084 556 4469,033 342 3730,033 394 2272,4950264970,539.2,P O Box 22055,Mayors Walk,"3,208",Impendle,"Oscars Meat, 88 Havelock Rd, Pietermaritzburg 3201",,,John Troisi,johnt@worldonline.co.za,084 556 4469,Allen Trevenen,,073 550 0102,,info@bostonmeats.co.za,,,accounts@oscarsmeats.co.za,,,,,,,,,,,,,,,,HT,A,100,,x,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Botlhabelo beef Cattle breeders ta'Thaba N'chu,04/020,Free State,Active,,,?,,,051 875 1597,078 090 2161,051 875 1221,837129595,477,P O Box 29,Thaban'chu,"9,780",,"Farm no. 634/635, Thaba'Nchu",,,Theuns Scheepers &  Jaco Coetzee,,082 896 2988/072 946 6274,Matsheka ,osegeno@gmail.com,0788578728/0780902161,,,,,,,,,,,,,,,,,,,,,HT,B,50,,x,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,2018.07.11,Database received from Talita
Brandfort Abattoir,04/005,Free State,Closed,,,?,,,051 821 1041,,051 821 1009,46600107857,404.8,P O Box 239,Brandfort,"9,400",,,,,LP Lochner,lplochner@vodamail.co.za,082 555 5277,Werner Lochner,wernerdanika@vodamail.co.za,072 373 1531,Pieter Dempsy ,brandforta@gmail.com,083 608 7921,,brandfortslaghuis@gmail.com,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,,,,,,No,No,,,,,,,Members,Members,Members,Members,,,,,,,,,,,,No,,Pending Review,,,
Brandvlei Abattoir,09/002,Northern Cape,Active,,,?,,,054 603 0181,071 012 6389,054 603 0099,,1074.4,P O Box 4,Brandvlei,"8,915",,Corsorg Abattoir Buitekant Straat ,,,MC Laubscher,claudette@brandvlei.co.za,071 012 6386,Tiaan Laubscher,,071 012 6386,Florinda Morris,,083 411 7911,Mariane Burger,voorsorg@vodamail.com,082 492 5576,,,,,,,,,,,,,,,LT,E,8,,x,,,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Bronkhorstspruit Abattoir,01/018,Gauteng,Closed,,,,,,011 416 2208,,,,57.8,P O Box 102,,,,,,,Adriaan Kruger,,072 138 7680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Buffelsrivier,07/013,Western Cape,Closed,,,Yes,,,063 626 6854,,,,1191.7,P O Box 167,Laingsburg,"6,900",Laingsburg,"Viskuil Farm, Laingsburg( in Laingsburg you turn into Hoerskool Laingsburg, keep left onto gravel road, pass under train bridge, keep straight unto the farm",,,,bertievanas@gmail.com,084 424 4413,Anna-Marie van As,annamarievanas@ymail.com,063 626 6854,Anna-Marie van As,,063 626 6854,,,,bertievanas@gmail.com; annamarievanas@ymail.com,,,,,,,,,,,,,,LT,E,6,,,,x,x,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Bulberg Abattoir,04/026,Free State,Closed,,,?,,,071 693 2227,,086 564 4414,,517.2,PO Box 61,Reddersburg,"9,904",,,,,Mr PE Venter,,082 573 7773,HJ Venter,hjventer.bulberg@gmail.com,,,,,,,,,,,,,,,,,,,,,,LT,D,15,,x,,x,x,,,,,No,No ,,,,,,,Invoiced,,,,,,,,,,,,,,,No,,Pending Review,,,
Bull Brands Foods,01/044,Gauteng,Closed,,,,,,011 953 2334 ,,,,69.1,P O Box 241,,,,,,,Bull Brands Foods,,083 513 0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Bulwater Abattoir,07/035,Western Cape,Closed,,,?,,,,,,,1069.3,P O Box 5,Leeu Gamka,"6,950",,,,,AJJ Botes,,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,x,,x,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Business Harmony (t/a Luken Abattoir),04/006,Free State,Active,,,?,,,056 817 6396,066 422 4993,,4880247574,165.8,P O Box 10031,Klerksdorp,"9,585",Ngwate,"1 Abattoir street, Parys Industria, Parys",,,Tinus Kits,tinus@visionmeat.co.za,082 851 6002,Anton Le Roux,anton.lukenabattoir@gmail.com,066 422 4993,Ina Nel,ina@visionmeat.co.za,082 559 8294,Pieter Jansen van Rensburg,pieter@visionmeat.co.za,082 741 5255,twinpalm@intekom.co.za; parys.slagpale@gmail.com,,,,,,,,,,,,,,HT,A,135,,x,,x,x,,,,,No,No,,,,,,,Members,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2024.06.12,Abattoir name and RC number updated
C & S ,04/106,Free State,Closed,,,,,,,,,,367.9,P O Box 11,,,,,,,S Terblanche,,084 675 3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
C.Net Abattoir,02/95R,Limpopo,Active,,,?,,,,,,,433.5,P O Box 360 ,Shayandima,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,2,,x,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,No,,Pending Review,,,
Cala Municipal Abattoir,06/066,Eastern Cape,Closed,,,,,,047 931 1011,,,,869.7,P O Box 26,,,,,,,Sakisizwe Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Callie's Abattoir (Porterville),07/002,Western Cape,Active,,,?,,,022 931 2380,082 372 7170,022 931 3938,4320181896,1426,P O Box 181,Porterville,"6,810",,3 Fabriek Straat; Porterville,,,Callie Steenkamp,steenkampcg@telkom.net,082 372 7170 ,,,,,,,,,,,,,,,,,,,,,,,,LT,D,50,,x,,x,x,,x,,,No ,No ,,,,,,,Members,Members,Members ,Members ,,,,,,,,,,,,No,,Pending Review,,,
Calvinia Abattoir Ramskop (Pty) Ltd,09/004,Northern Cape,Closed,,,?,,AgriSETA,027 341 8200,027 341 8234,086 622 1741,4860108069,1188.2,P O Box 74,Calvinia,"8,190",,(Karakoe Street 14 Upington) Du Plessis Street End Calvinia,,,KLK Landbou Bpk. ,,027 341 8234,Francois Nel,ramskop@klk.co.za,083 225 2774,,personeel@klk.co.za,,Jennifer Bruwer,jennifer@klk.co.za,,,,,,,,,,,,,,,,HT,A,600,,,,x,,,,,,No ,No ,,,,,,,Members,,,,,,,,,,,,,,,No,,Pending Review,,,
Calvinia Lande Abattoir,09/003,Northern Cape,Active,ZA 485,,?,,,027 341 1055,,086 293 7650,,1272.6,P O Box 60 ,Calvinia,"8,190",,"Hoop Straat 38, Calvinia Vleis Calvinia, 8190","-31,467878,19, 19,756003",,Hugo van Niekerk,havniekerk@gmail.com,084 511 6609,Mr T Visagie,claude@telkomsa.net,084 511 6609,Egbert Albertyn,,084 511 6609,,wilmaclande@gmail.com,,,,,,,,,,,,,,,,HT,B,69,,x,,x,,,,,,No ,No ,,,,,,,Members,Members,Members,Members,Members,Members,Members,Members,,Confirm ZA number (updated 26/03/2025),,,,,,No,,Pending Review,,,"2022/05/27 update manager details
2022/08/31 Updated physical address"
Camdeboo Meat Processors/game,06/021,Eastern Cape,Active,ZA 11,,?,,,049 891 0622,,049 892 5317,4400101244,880,P O Box 72,Graaff-Reinet,"6,280",,1 van der Byl Street,,,Piet Neethling,,,Nick Walters,nwalters@kleinkaroo.com,082 377 5063,Piet Neethling,pietneethling18@gmail.com,,,,,,,,,,,,,,,,,,,HT,A,120,,,,,,,x,x,,No ,No ,,,Yes,,,,No ,,Members,Members,Members,Members,Members,,,,,,,,,No,,Pending Review,,2024.12.20,"Camdeboo name change Cape Karoo International Pty Ltd / to update information
followed up on email iro updated details 2025.01.22"
CAMO MEAT,■,Limpopo,Active,ZA 375,7/9/2018,,,,072 985 9321,,,,106.1,P O BOX 1901,BELA BELA,480,,"PLOT 22, ROODEPOORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,2024.01.29,"2024.01.29 Discussed how database will be managed 
2024.01.28 Databaseform received via email/abattoir: updated manager tel &amp; email address"
Carmel Abattoir prev Nomalor,01/018R,Gauteng,Closed,,,?,Yes,,083 570 2937,083 570 2926,,4790277653,56.5,Posbus 2463,Bronkhorspruit,"1,020",Kungwini,Portion 1of the Farm Grootstroom Bronkhorspruit,,,Llewellyn Dippenaar,mst.dlv@gmail.com,083 464 2414,Wyne Dippenaar,,,,,,Jade Dippenaar,,083 570 2937,lindiallison88@gmail.com; dippenaarllewellyn12@gmail.com,,,,,,,,,,,,,,RT,E,2,,x,,x,,,,,,No ,No ,,,,,,,No ,Members,Members,,,Members,,,,,,,,,,No,,Pending Review,,,
Carnavon Abattoir (Pty) Ltd,09/053,Northern Cape,Active,ZA 295,,?,,AgriSETA,053 382 3349,082 925 4818,,4350213239,946.9,P O Box 22,Carnavon,"8,925",Kareeberg,Blouwkraantz Road Industrial Area Carnavon 8925,,,Carnavon Abattoir (Pty) Ltd,willie@caoabattoir.co.za,053 382 3349,Willie Bruwer,willie@caoabattoir.co.za,082 362 9183,Danny Petro,danny@klk.co.za,054 337 6295,Hanlie Coetzee,hanlie@caoabattoir.co.za,053 382 3349,,,,,,,,,,,,,,,HT,A,400,,,,x,,,,,,No ,Yes,,,,,,x,Members,Members,Members,Members,Members,Members,Members,Members,,Training details and accountant's details updated 20.02.2025,,,,,,No,,Pending Review,,2025.02.20,"Unit,s species, municipality owner's details vat number and manager's details updated"
Cartol Abattoir,07/048,Western Cape,Active,ZA 401,,?,,,022 714 2271,,022 714 1553,,1524.2,P O Box 241,Saldanha,"7,395",,,,,Nicolas Carstens,cartol@telkomsa.net,082 730 7745,,,,,,,,he@cartolabattoir.co.za,,,,,,,,,,,,,,,,HT,C,40,,x,x,x,x,,,,,No ,No ,,,,,,x,Members,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Hellspoort Game Abattoir ,06/012,Eastern Cape,Closed,,,,,,045 843 1040,,,,892.4,P O Box  66,,,,,,,Kevin KC Wearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Cavalier Abattoir,01/007,Gauteng,Active,ZA 289,20/03/2019,?,Yes,AgriSETA,012 808 5696,012 808 1370,086 477 0624,4740205028,36.8,PO Box 680,Cullinan,"1,000",Cullinan,(83 Performance Farm Tweefontein Cullinan 1000) Section 83 Farm Tweefontein Boekenhoutskloof Gauteng (R573) 25 km,,,Louis Viviers,drenen@cavalier.co.za,082 564 2085,Mario Kleinsmit,mariok@cavalier.co.za,082 447 3318,,reception@cavalier.co.za,,Kevin Cloete,kevinc@cavalier.co.za; magdab@cavalier.co.za,082 551 5844/060 987 7818 ,BenW@cavalier.co.za; DianaO@cavalier.co.za; AdriS@cavalier.co.za; alnoral@cavalier.co.za,,,,,,,,,,,,,,HT,A,300,,x,,x,,,,,,No,Yes,C,,,,,x,Members,Members,Members,Members ,Members,Members,Members,Members,,Amended ZA number to ZA 289 (sheep),,,,,,No,,Pending Review,,2025.12.12,"Latest report was received on the 23.12.2024 but bo dataform
SL updated classifying with info from SAMIC"
Cavalier Abattoir Beef,01/007B,Gauteng,Active,ZA 363,20/03/2019,?,Yes,AgriSETA,012 808 5696,012 808 1370,086 477 0624,4740205028,36.8,PO Box 680,Cullinan,"1,000",Cullinan,(83 Performance Farm Tweefontein Cullinan 1000) Section 83 Farm Tweefontein Boekenhoutskloof Gauteng (R573) 25 km,,,Louis Viviers,drenen@cavalier.co.za,082 564 2085,Mario Kleinsmit,mariok@cavalier.co.za,082 447 3318,,reception@cavalier.co.za,,Kevin Cloete,kevinc@cavalier.co.za; magdab@cavalier.co.za,082 551 5844/060 987 7818 ,BenW@cavalier.co.za; DianaO@cavalier.co.za; AdriS@cavalier.co.za; alnoral@cavalier.co.za,,,,,,,,,,,,,,HT,A,300,,x,,x,,,,,,No,Yes,C,,,,,x,Members,Members,Members,Members ,Members,Members,,Members,,,,,,,,No,,Pending Review,,2025.12.15,SL updated classifying with info from SAMIC
Cedara College Abattoir,05/042,KZN,Closed,,,,,,033 355 9322,,,,526.5,Private Bag X 6008,,,,,,,Cedara Agriculture College,,083 638 8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Members,Members,,,,,,,,,,,,No,,Pending Review,,,
Chakide Abattoir,05/015,KZN,Closed,,,?,,,,,033 569 1827,,568.7,P O Box 151 ,Wartburg,"3,233",,,,,Mr Chakide,,083 274 3055,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,,,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Chalmar Beef & Lamb Abattoir,01/032,Gauteng,Active,ZA 131,19/07/2019,?,,AgriSETA,011 964 1880,,011 964 1886,4430122350,10.4,P O Box 914 1144,Wingate Park,153,Ekurhuleni,"Portion 10, Tweefontein 19IR, Bapsfontein, 1510",,,Wethmar Family Trust - Sarah Wethmar,sarah@chalmarbeef.co.za,082 565 8581,Sarah Wethmar,sarah@chalmarbeef.co.za,011 964 1880,Tafadzwa,administration@chalmarbeef.co.za,,,,,creditors@chalmarbeef.co.za; qc@chalmarbeef.co.za,,,,,,,,,,,,,,HT,A,360,,x,,x,,,,,,No,Yes,C,,Yes,,No,x,Members,Members,Members,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2022.05.30,training report sarah@chalmarbeef.co.za (Mariana)
Chrissie Abattoir,08/045,Mpumalanga,Closed,,,,,,017 847 0172,,,,262.1,P O Box 39,,,,,,,Shannon C Kleynhans,,082 886 5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Clanwilliam Abattoir,07/009,Western Cape,Active,,,?,,,027 482 1915,,027 482 1590,,1341.4,P O Box 242,Clanwilliam,"8,135",,,,,Jacobus A van Zyl,koos@ramskop.co.za,082 653 7888,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,x,,,,,No,No ,,,,,,,No,Members,,,,,,,,,,,,,,No,,Pending Review,,,
Claremont Abattoir,06/088,Eastern Cape,Active,,,?,,,,,,4030213765,1006,P O Box 3121,Cambridge EL,"5,206",Buffalo City Metropolitan,"Farm 300 Fort Jackson, EL",,,Inyama Kunye,liam@ikec.co.za,078 842 2202,Nicholas Andrews,ashton@ikec.co.za/ liam@ikec.co.za,063 186 7340/ 078 842 2202,Ashton Diedericks,ashton@ikec.co.za,063 186 7340,Thandi Salzwedel,thandi@elliotbrothers.co.za,084 556 1666,,Avela Madikiza,,,,,,,,,,,,,HT,A,60,,x,,x,x,,x,,,No,No,,,,,,,Members,Members,Members ,,,,,,,The changes were made by Shayna's request that they are now active and slaughter pigs 17.03.2025,,,,,,No,24-Feb-26,Pending Review,,2025.07.08,"Units, owner's details, manager, training and accountant's details updated"
Cloete Slagtery,06/042,Eastern Cape,Active,,,?,,,045 967 9200,,,4800248660,780.7,P O Box 204,Molteno,"5,500",Molteno,Just before Molteno take Jamestown via Withoogte Road to the left. Turn left at first gravel road just after train track. Drive + minus 12km. Abattoir is on left,,,Pierre J Cloete,cloetepierre66@gmail.com,082 948 2263,,,,,,,,,,,,,,,,,,,,,,,,LT,E,10,,,,,x,,,,,No,No ,,,,,,,No,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Colligham Towers Abattoir,06/101,Eastern Cape,Closed,,,,,,046 637 3000,,,,892.4,P O Box 407,,,,,,,Graham G Godiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Comet Abattoir,01/039,Gauteng,Active,,,?,,,016 341 9001,,086 530 0635,4270276209,102.3,P O Box 1546,Heidelberg,"1,438",Heidelberg,Plaas Groenfontein Heidelburg,,,Marius Res,marius@cometvet.co.za,083 263 8935,,,,,,,Marius ,marina@cometvet.co.za; marolene@cometvet.co.za,083 269 9843,,,,,,,,,,,,,,,HT,A,250,,x,x,x,,,,,,No,No,,,,,,,Members,Members,Members,,,,,Members,,,,,,,,No,,Pending Review,2025.06.27,,No changes from the latest abattoir application and the registration certificate
Conway Abattoir,06/064,Eastern Cape,Closed,,,,,,049 849 1868,,,,815.1,P O Box 14 ,,,,,,,AP Marais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Coomans Abattoir (Grayton),03/011R,North West,Active,,,?,,,,,,,414.9,,Vryburg,,,,,,Mr AP Coomans,,082 524 9104,,,,,,,,,,,Yes,,,,,,,,,,,,,LT,,,,,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2018.07.04,Database reveived from Talita
Cornish Abattoir,06/108,Eastern Cape,Active,,,?,,,045 952 1267,,045 952 1267,4860174293,827.5,P O Box 133,Indwe,"5,445",,Milford Farm Indwe 5445,,,Willem Steward / W Stapelberg,cornish-abattoir@lantic.net,082 774 2787,H Stapelberg,,083 643 5780,Jaco Bezuidenhout,,072 594 5114,Helena Vermeulen,,064 505 0603,,,,,,,,,,,,,,,LT,D,20,,x,,x,,,,,,No,No,,,,,No,,Members,Members,Members ,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Country Fresh Meat: Utrecht Abattoir,05/013,KZN,Closed,,,,,,034 331 4436,,,,381.9,P O Box  666,,,,,,,Wilna W du Toit,,082 657 5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Country Meat t/a Sernick Abattoir,04/028,Free State,Active,ZA 313,15/07/2018,?,Yes,AgriSETA,056 216 2620,,,4680189356,250.4,P O Box 1932,Kroonstad,"9,500",Moqhaka,No 22 Eleventh Avenue Kroon Industria Kroonstad,,,David Niemand,david.niemann@sernick.co.za; david@sernickgroup.co.za,082 704 7378,Dannie Schoeman,dannie@sernickgroup.co.za,072 532 0141,Annelien Botha/ Molandrie,sanele@sernickgroup.co.za; molandrie@sernickgroup.co.za,083 779 4505,Diederick Erusmus,diederick@sernickgroup.co.za,082 335 4547,Jana@sernickgroup.co.za; robert@cmeat.co.za;danie@cmeat.co.za; vanessa@cmeat.co.za,,,,,,,,,,,,,,HT,A,250,,x,,x,,,,,,No ,Yes,,,yes,,,x,Members,Members,Members,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.03.03,Training's email address and cell phone number updated
Cowboy,05/073,KZN,Active,,,?,,,083 394 7676,,,,540.9,,Ixopo,,,498 Loop street Pietermaritzburg 3201,,,Muhammad Abdool Karim,cowboys_abattoir@gmail.com,083 394 7676,,,,,,,,,,,,,,,,,,,,,,,,LT,E,10,,x,,x,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2018.06.27,Database received from Talita
Cradock Game Abattoir,06/052,Eastern Cape,Closed,,,,,,047 050 0085,,,,1117.6,24 Piennar Street,,,,,,,Cradock Abattoir (PTY) LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Members,Members,,,,,,,,,,,,No,,Pending Review,,,
D416 Investments PTY LTD (Jacques Abattoir),05/029,KZN,Active,,,?,,AgriSETA,082 894 1910,083 604 1145,,4710282486,448.8,P O Box 332,Estcourt,"3,310",Inkosi Langalibalele,Distirct Road. 416 Escourt. 3310,,,M J Van Der Merwe,jacquesabattoir@lantic.net,082 445 7811,Louis van der Merwe,jacquesabattoir@gmail.com,083 604 1145,Nikiti Van Der Merwe,jacquesabattoir@gmail.com,072 242 4838,Nikita van der Merwe,jacquesabattoir@gmail.com,072 242 4838,mark88eden@gmail.com; jacquesabattoir@gmail.com,,,,,,,,,,,,,,HT,E,50,,x,,x,,,,,,No,Yes,,,,,,,Members,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.02.14,"Unit, throughput, municipality and vat number updated"
Daly Abattoir,04/004,Free State,Active,,,?,,,082 789 1473,,,4800284053,311.6,P O Box 66485,Riebeek Sad,"9,435",Matjabeng,"Portion 10, 13 Glen Ross farm, Virginia",,,Jennifer Daly,dalyfarming@ntelecom.co.za,082 789 1473,,dalyfarming@ntelecom.co.za,,,,,,,,,,,,,,,,,,,,,,RT,D,15,,x,,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,Members,,,,,,,,No,,Pending Review,,2025.08.06,Received Abattoir Membership Application | updated accord.  No updated rc certificate received 
